rainfall_mm,barometricPressureHpa,accelerometerVariance,acousticMatchConfidence,is_fraud,claim_occurred,weekly_earnings,target_premium
26.468608152677188,1013.2574388217956,7.406369874913569,0.3920867925518787,0,1,6170.859099963486,63.63560376069099
34.696608496366046,916.6693773679937,13.273080500997244,0.40484413860964097,1,1,11770.722924728021,129.1929330162363
23.603429386646283,1013.3865525671931,3.977025956497119,0.3106162198512179,0,0,14968.899315845887,153.45610169083082
21.420300060730227,1013.5496114055105,3.0293114787052096,0.2273930536359784,0,1,7879.043997037571,76.01638850768933
37.359975371716224,1013.3881399093516,5.493440712218042,0.35977633105797424,0,1,6464.752660429961,69.65122301525629
22.65321816779696,860.2945922435695,13.957651549709535,0.44066153630187677,1,1,12420.798350431449,130.77797063269426
29.30247833840656,1013.9845897280584,3.599845317728149,0.3320907796774201,0,0,8549.313767952675,91.2066522661395
27.560404880712902,1010.8873222703986,5.918280573339171,0.3261773307458202,0,1,11521.099879532081,115.05735682982143
37.339920491470544,1010.6349045909955,3.660328720380999,0.13518917505530834,0,1,5284.251498399857,59.536404670509796
19.057890406083228,1012.3225168906949,5.771764342194891,0.27293862790561296,0,0,6130.484938102562,56.823317007352244
45.103771976807536,1011.1249237243529,4.780405845197898,0.3142902151103547,0,1,6464.217358243485,77.23545871012308
15.953628075114807,874.9855425599635,13.535087611838668,0.46547982927702913,1,0,7843.825124068415,72.13505541856762
30.484507725703104,1014.0464473312721,7.911246389430384,0.18862981184095198,0,0,12731.075363757504,148.4310467185103
28.327444336566092,902.2779864129446,14.592354077847851,0.44386904498191193,1,1,4526.897108733991,48.29018846064441
14.96748036522306,880.2746497826718,17.93469282057481,0.4579863653824693,1,0,5797.955945400829,53.15794041217891
32.05721541811868,1013.9609487343124,7.3021678751913655,0.27082950011091833,0,1,3542.4319035375993,35.692256974177475
20.032313314836475,862.3134451451415,14.59404916695814,0.46966203499343784,1,1,3548.5645287113307,34.11997770994714
11.655508782093985,1012.1508521561864,7.028128640573558,0.15583304757626545,0,1,7235.718279819729,60.97766957995143
34.55180673404651,867.7353614571941,14.287874857844312,0.4180041306514971,1,1,9112.160482315412,108.1001907287306
8.595238137200592,991.6435257041448,3.9706358251074243,0.8132466263271977,0,1,7871.430526863138,67.60446671983104
13.272807174136902,1014.3480945610296,5.45922186220538,0.3793767104832714,0,0,3819.8158063643104,33.11156147680237
23.430020286931956,1014.9167138709959,5.492751765390768,0.2855710798551523,0,0,11028.837158478073,100.89548817111833
37.19155297844314,1014.2027615989476,6.863230398515122,0.10317529336316433,0,1,9859.392154198029,100.9774921961728
33.275153682924966,1012.5841849206748,5.304722687803098,0.15619992311106493,0,1,6003.87591518583,61.15370413492062
26.20710336368417,990.7718616238556,6.420075158389102,0.7839334055640604,0,1,6706.9044131669625,64.83064141568606
6.517091501441231,1010.1998669795191,4.051223136814704,0.39966637985445264,0,0,9571.550341818705,80.7400975422389
15.454284279474923,1010.8133543359604,4.015394144418128,0.12827809440128435,0,0,6696.197762812171,56.50679750676823
17.863785608470195,1012.6435147909832,4.6310143240738215,0.2913855203470511,0,1,7660.607413896221,71.0076242701267
11.257535985643061,992.0912252421559,3.4177629463305927,0.9311744295469517,0,1,7656.178132608079,71.23392634547376
5.1364629820976475,1013.2966997723671,7.348977511925259,0.39032294090017294,0,0,5165.938586085904,37.87417509516521
24.151706864594445,1014.4616129310234,3.3828970468462685,0.3529901729807746,0,0,5104.679249122233,52.47042134689835
33.91230669705988,1013.1871721558902,4.748299026893027,0.24648493727945203,0,0,5614.185972609865,65.61312081059819
16.9282658885149,1013.5058437693801,7.361154121253776,0.24062469502304143,0,0,9115.984327036478,91.39111949669923
36.908386924290866,1013.0413551278979,4.782524992638368,0.2988110036111227,0,1,5754.336130517906,67.0552573847739
7.791295368645292,1012.8081164121213,6.324409489416651,0.3989053507086012,0,0,5915.563470800749,52.93154653460707
10.75508898948371,996.2479792276447,5.5607698906969,0.9364342362725959,0,1,13745.699679671297,112.9943385176703
23.831460656404758,858.4836148988782,17.348445735853147,0.426942863484697,1,0,8568.77818086863,82.57956251547144
15.966536429445128,1014.6621713775254,4.52461647344919,0.337539490777208,0,0,11809.509576669529,110.87774158520632
32.2412566139998,1010.990133233227,6.251244562235165,0.20085090469820235,0,1,6319.293033005077,65.7764891144827
29.10967476458267,1013.8360531203753,3.265119490790066,0.37211408536752766,0,1,5407.566820383752,63.32027948621555
16.749978317206924,1011.2457277355445,3.605288877956461,0.15737387917782253,0,1,19681.972564003227,165.84809669059513
8.400870758033445,1011.5984394070766,3.3996877809776533,0.1132451690630838,0,0,12464.261182727176,99.73313283611606
15.465689045674406,1012.8297013275732,6.011772528071547,0.2029909672507762,0,0,10799.129885218446,109.43303202645896
29.54141394780178,1011.7701477751295,6.011488015102286,0.300421360098751,0,0,8429.554422117973,83.94480397870738
33.01078551877434,1013.4287378973685,7.596597262722142,0.1346508314002192,0,1,10544.057048221495,118.04038078568398
16.014071301670718,1010.0339451074815,7.291697975547614,0.1257485025350225,0,0,8412.641025734727,82.1927429294101
5.111331213549479,887.6537229391776,13.945731808761849,0.3872658443283826,1,0,12710.255516308483,107.2584560365153
7.44656716341365,1010.0315064805214,6.788043844504605,0.36354687110021855,0,0,8382.224658080222,73.77530966893202
28.099991635687864,865.256395798828,13.45513091048058,0.4475747441176784,1,0,7402.97539976772,74.57159339487197
16.563346895640525,879.2211989750065,13.3958653075582,0.48003577095986905,1,0,6219.047798906962,61.300189361598946
16.834305323555355,1013.0813838555779,7.880247751995974,0.3310079574531419,0,0,10431.65931415589,92.84879445387614
10.624898688930344,1014.5597268930569,3.5955194080483226,0.22124245964329411,0,0,9344.778755284882,77.42937328963446
10.475448419067458,993.850380768758,5.659819852732136,0.8972749634222462,0,1,5928.906007939938,46.08524811895252
36.53869208041169,1012.5728831749356,4.875104282312049,0.1747041741167696,0,0,6223.152660773012,68.70752726014689
28.710918343618538,866.2948337603848,12.590750918371604,0.4778124522271775,1,0,7954.549521778338,79.47445402994767
14.044955002182508,1012.8198794967889,6.218894882188044,0.16942403614757476,0,0,4750.208473979862,44.440576576258174
22.74582091544968,863.2983635667281,17.77655724132832,0.13932388831588763,1,1,10404.777017769939,108.39721283453396
25.275198033641843,1010.3337047934915,3.9675458826229946,0.2533778548324187,0,1,7187.7028490771545,69.67414428945531
54.83059737614231,1013.2291910706883,7.953652157377756,0.2390542800467271,0,1,11556.50785090038,154.73369908182937
9.823240946151031,1012.7112888843452,6.154398154187532,0.27205455349873275,0,1,9452.61758464965,78.47622957659706
25.068937741499404,870.3746664127267,15.849672506566995,0.12362240633720084,1,1,10507.38723025956,91.77277141908733
36.43041974556755,1011.7516867144269,5.675620948349856,0.33068755777090336,0,1,5533.23586903955,58.017771641995765
51.13181306826352,886.7795159774743,15.798855649707907,0.43883176944306235,1,1,7691.298014535441,98.84827139978009
13.548169368751825,854.3088317597537,13.861833723679647,0.4143049018576527,1,0,4070.1798183895053,35.96472956587207
16.42042348462199,872.0687608008228,16.27296193961898,0.4607367365300422,1,1,12318.768641753253,112.18351246683966
32.42502986184779,1013.979147904792,5.330024824694462,0.10749659540230666,0,1,7056.905990459398,79.81508201374925
6.427304583377717,1013.800760683638,3.1389668904547205,0.2946619811083284,0,0,5862.165015993183,47.23568555856422
26.61685571462062,887.7107369973999,14.765495321706162,0.41535739270211436,1,0,13411.768300388356,140.27401420322153
66.35061274091142,1013.4914331817574,3.061091537075022,0.20314950740185428,0,1,5274.805574276991,79.0789308889343
28.356966211387736,1012.0239361451492,6.616929807419673,0.21903910550283373,0,0,4879.627868182449,49.22671975626883
2.9973252631764913,1013.1036969567567,3.267195028627527,0.13135316691175508,0,0,7477.058909794964,54.07534523566687
11.768226945117384,1011.1981774505103,3.7638289411281196,0.2702712593010841,0,0,7828.624011207808,59.93568407549203
13.848017429532888,1012.907372172738,4.952863735642554,0.15451051642787783,0,0,10848.65696786163,103.04486168120908
